PROMOTOR-GESTOR,ACCES,TIPUS VELOCITAT,TIPUS CONNEXIÓ,LATITUD,LONGITUD,DESIGNACIÓ-DESCRIPTIVA,POTENCIA,TIPUS DE CORRENT,INDENTIFICADOR,ADREÇA,PROVINCIA,CODIPROV,MUNICIPI,NPLACES ESTACIÓ,TIPUS VEHICLE,Columna amb georeferència,LIMADM_MUNICIPI,LIMADM COMARCA
Aparcament Pavelló municipal,APARCAMENT PUBLIC,NORMAL,Schuko,41.64082638017494,2.398894988000393,Aparcament Pavelló municipal,,,,Passatge Riera-Carrer Collsabadell,Barcelona,8,Llinars del Vallès,1,,POINT (2.398894988000393 41.64082638017494),797,22
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.426239,2.143323,B:SM 37 - Sant Genís Vall d'Hebrón,,,BSM041,"Passeig de la Vall d'Hebrón, 138-176",Barcelona,8,Barcelona,2,cotxe,POINT (2.143323 41.426239),512,29
BIMSA,VIA PUBLICA,NORMAL,Schuko,41.393227,2.145783,Lateral-Muntanya Diagonal (Travessera Gràcia) 1,,,LC047,"Avinguda Diagonal, 598",Barcelona,8,Barcelona,2,moto,POINT (2.145783 41.393227),512,29
,,,2xMENNEKES.F,41.88489,2.87476,EdRsR Cassà de la Selva (AC22kW),22,AC,,"Rambla Onze de Setembre, 107",Girona,17,Cassà de la Selva,,,POINT (2.87476 41.88489),644,14
CC Splau!,APARCAMENT CC,NORMAL,Schuko,41.348210524810646,2.078057527542114,CC Splau!,,,,"Avinguda  Baix Llobregat, 121, CC Splau!",Barcelona,8,Cornellà de Llobregat,6,cotxe,POINT (2.0780575275421143 41.348210524810646),488,31
InterAparcament,APARCAMENT CC,NORMAL,Schuko,41.392826,2.163384,104 InterAparcament Boulevard Rosa,,,,Carrer de València 270,Barcelona,8,Barcelona,2,cotxe,POINT (2.163384 41.392826),512,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.426834,2.184219,B:SM 8 - Concepció Arenal,,,BSM009,"Carrer de Concepción Arenal, 156",Barcelona,8,Barcelona,3+1,cotxe i moto,POINT (2.184219 41.426834),512,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,Schuko,41.390085,2.143525,B:SM 58 - Tarradelles-Sarrià,,,BAMSA009,"Avinguda  de Josep Tarradellas, 139",Barcelona,8,Barcelona,1,cotxe,POINT (2.143525 41.390085),512,29
AEB,VIA PUBLICA -VORERA,NORMAL,Schuko,41.382069,2.191673,87 AjBCN-ETRA COBRA (Vorera Associació SEBA),,,LC002,"Passeig de Salvat Papasseit, 15 - Carrer Ginebra",Barcelona,8,Barcelona,2,moto,POINT (2.191673 41.382069),512,29
TESLA,APARCAMENT HOTEL,semiRAPID,TESLA,41.82447,3.07745,TESLA Destinació - Salles Hotel & Spa Cala del Pi (22kW),22,AC,,"Av. del Cavall Bernat, 160",Girona,17,Platja d'Aro,1,cotxe,POINT (3.07745 41.82447),749,16
GAICU,VIA PUBLICA,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.433956,2.192101,(eDUM) Sant Adrià - Pl. Can Fabra (7.4kW),7.5,AC,QC002,"Carrer de Sant Adrià, 21",Barcelona,8,Barcelona,2,mercaderies,POINT (2.192101 41.433956),512,29
GAICU,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.401313,2.122488,EdRR-Via Augusta-Bonanova (DC50kW AC43kW),50,AC-DC,FC002,"Via Augusta, 352",Barcelona,8,Barcelona,1,cotxe,POINT (2.122488 41.401313),512,29
Institut Català d'Energia i Ajuntament d'Olot,,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.16753,2.47319,EdRR Olot 1 La Solfa (DC50kW AC22kW) PIRVEC-16,50,AC-DC,PIRVEC-16,"Carrer Madrid, 220",Girona,17,Olot,2,,POINT (2.47319 42.16753),294,10
Aparcament La Farola,APARCAMENT PUBLIC,NORMAL,Schuko,41.7287941,1.8245564,Aparcament La Farola,,,,"Carrer de Canyelles, 5",Barcelona,8,Manresa,2,cotxe i moto,POINT (1.8245564 41.7287941),877,18
Gasolis Rivera,ESTACIÓ DE SERVEI,NORMAL,MENNEKES.F+Schuko,41.62463,2.17126,Gasoils Rovira,,,,"Carrer de Josep Calvo, 7",Barcelona,8,Caldes de Montbui,2,cotxe i moto,POINT (2.17126 41.62463),758,22
Hotel Don Cándido,APARCAMENT HOTEL,NORMAL,MENNEKES.F+Schuko,41.552551,2.008381,Hotel Don Cándido,,,,"Carrer Rambleta Pare Alegre, 98",Barcelona,8,Terrassa,3,cotxe i moto,POINT (2.008381 41.552551),862,26
TESLA,APARCAMENT HOTEL,semiRAPID,TESLA,42.13143,3.12174,TESLA Destinació - Hotel Empuries (11kW),11,AC,,"Avinguda Pi i Llusà, Platja",Girona,17,Empuries,2,cotxe,POINT (3.12174 42.13143),70,6
,,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.35894,1.46321,EdRR La Seu d'Urgell (DC50kW AC43kW),50,AC-DC,,Avinguda Cami Ral de Cerdanya,Lleida,25,La Seu d'Urgell,2,cotxe,POINT (1.46321 42.35894),387,5
Institut Català d'Energia i Ajuntament de Cabrera de Mar,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.5261,2.39407,EdRR Cabrera  (DC50kW AC43kW),50,AC-DC,PIRVEC-2,Plaça de la Fàbrica,Barcelona,8,Cabrera de Mar,2,cotxe,POINT (2.39407 41.5261),886,25
AEB,VIA PUBLICA,NORMAL,Schuko,41.359982,2.133193,89 AjBCN-ETRA-COBRA,,,LC009,"Carretera del Prat, 42",Barcelona,8,Barcelona,2,cotxe i moto,POINT (2.133193 41.359982),117,29
Ajuntament de Banyoles,VIA PUBLICA,NORMAL,Schuko,42.119119,2.764798,Plaça Servites- Museu Darder,,,,"Carrer Josep Maria Bohigas, 11",Girona,17,Banyoles,1,cotxe i moto,POINT (2.764798 42.119119),57,11
TESLA,APARCAMENT HOTEL,semiRAPID,TESLA,41.52733,2.3107,"TESLA Destinació - Mas Salagros, Ecoresort & Ancient Baths (22kW)",22,AC,,"Riera de Vallromanes, S/N",Barcelona,8,Vallromanes,1,cotxe,POINT (2.3107 41.52733),910,22
SABA,APARCAMENT PUBLIC,NORMAL,Schuko,41.411869,2.132823,80 SABA Cosmocaixa,,,,"Carrer dels Quatre Camins, 89",Barcelona,8,Barcelona,2,cotxe,POINT (2.132823 41.411869),512,29
,,semiRAPID,Schuko i MENNEKES.F,41.60831,0.63275,CC PlusFresc Lleida (7.5kW),7.5,AC,,"Avinguda de Barcelona, 65",Lleida,25,Lleida,2,,POINT (0.63275 41.60831),875,21
,,semiRAPID i NORMAL,MENNEKES.F+Schuko,42.30895,3.01289,EdRsR Peralada (AC22kW),22,AC,,"Camí de la Garriga, 3",Barcelona,8,Peralada,2,,POINT (3.01289 42.30895),238,6
,,semiRAPID,2xMENNEKES.F,41.42394,1.78662,EdRsR Ajuntament de Sant Sadurní d'Anoia (AC7.5kW),7.5,AC,,"Carrer de Sant Antoni, 20-26",Barcelona,8,Sant Sadurní d'Anoia,,,POINT (1.78662 41.42394),918,32
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.442055,2.177675,B:SM 31 - Plaça Francesc Layret,,,BSM022,"Via Júlia, 95",Barcelona,8,Barcelona,3+1,cotxe i moto,POINT (2.177675 41.442055),512,29
,APARCAMENT PUBLIC,NORMAL,Schuko,41.588539,2.580349,Aparcament Mercury,,,,"Riera Gavarra, 12",Barcelona,8,Canet de Mar,1,cotxe o moto,POINT (2.580349 41.588539),618,25
,,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.5067,2.14816,Fenie Ripollet,,,,"Avinguda del Mediterrani, 2",Barcelona,8,Ripollet,2,cotxe i moto,POINT (2.14816 41.5067),571,26
REGESA,APARCAMENT PUBLIC,NORMAL,Schuko,41.392242,2.139655,72 REGESA Wagner,,,,"Plaça de Wagner, s/n",Barcelona,8,Barcelona,4,cotxe,POINT (2.139655 41.392242),512,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.372299,2.153134,B:SM 35 - Rius i Taulet,,,BSM016,"Avinguda  de Rius i Taulet, 4-12",Barcelona,8,Barcelona,3+3,cotxe i moto,POINT (2.153134 41.372299),512,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,Schuko,41.4047,2.1896,B:SM 24 - Ona Glòries,,,BSM037,"Carrer de la Ciutat de Granada, 173-175",Barcelona,8,Barcelona,4,cotxe,POINT (2.1896 41.4047),512,29
,,semiRAPID,2xMENNEKES.F,42.02845,2.88814,EdRsR Celrà (AC22kW),22,AC,,Carrer de Just Puig (Canigó-Aumet),Girona,17,Celrà,,,POINT (2.88814 42.02845),126,14
Gintra-Ap.Plaça Granollers,APARCAMENT PUBLIC,NORMAL,Schuko,41.540844099,2.43629352,Gintra-Ap.Plaça Granollers,,,,"Camí de la Geganta, 117",Barcelona,8,Mataró,1,,POINT (2.43629352 41.540844099),701,25
L'H2010,APARCAMENT CC,NORMAL,Schuko,41.374238291,2.119582102,CC BCN-Mercat de Collblanc,,,,"Carrer Progrès, 33",Barcelona,8,L'Hospitalet de Llobregat,6,,POINT (2.119582102 41.374238291),117,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.406731,2.133691,B:SM 27 - Plaça Bonanova,,,BSM005,"Plaça de la Bonanova, 12",Barcelona,8,Barcelona,3+1,cotxe i moto,POINT (2.133691 41.406731),512,29
TESLA,APARCAMENT HOTEL,semiRAPID,TESLA,41.38537,2.15675,TESLA Destinació - Hotel Acevi Villarroel (11kW),11,AC,,"Carrer Villaroel, 106",Barcelona,8,Barcelona,1,cotxe,POINT (2.15675 41.38537),512,29
Institut Català d'Energia i Ajuntament de Santa Perpètua de Mogoda,,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.52752,2.18587,EdRR Sta.Perpetua de Mogoda -Jordi Cuixart- (DC50kW AC43kW+AC22kW) PIRVEC-12,50,AC-DC,PIRVEC-12,Passeig de la Florida-Avinguda Onze de setembre,Barcelona,8,Santa Perpetua de la Mogoda,2,,POINT (2.18587 41.52752),682,26
CC Sant Cugat,APARCAMENT CC,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.4831,2.05401,EdRsR CC Sant Cugat (AC22kW),22,AC,,"Avinguda de la Via Augusta, 2-14",Barcelona,8,Sant Cugat del Vallès,4,cotxe i moto,POINT (2.05401 41.4831),937,26
Ajuntament de Vic,APARCAMENT PUBLIC,NORMAL,J1772.F+Schuko,41.933947446794036,2.260239869356155,IES-VIC Aparcament (J1772),,,,Carrer Jose Maria Sert s/n,Barcelona,8,Vic,2+2,moto i cotxe,POINT (2.2602398693561554 41.933947446794036),912,13
,,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.1943,1.62413,EdRsR Cunit (AC22kW),22,AC,,"Avinguda Sitges, 4A",Tarragona,17,Cunit,2,,POINT (1.62413 41.1943),425,33
"IBERDROLA SERVICIOS ENERGETICOS, SAU",VIA PUBLICA,NORMAL,Schuko,41.393854,2.108432,108 MOBECPOINT-IESE Pearson,,,LC038,"Avinguda  de Pearson, 19",Barcelona,8,Barcelona,10,moto,POINT (2.108432 41.393854),512,29
Ajuntament de Lloret de Mar,VIA PUBLICA,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.698525,2.8477586,Ajuntament de Lloret de Mar,,,,"Passeig d'Agustí Font,2, Ajuntament",Girona,17,Lloret de Mar,2,cotxe i moto,POINT (2.8477586 41.698525),751,20
,APARCAMENT PUBLIC,NORMAL,Schuko,41.78188,1.83677,Aparcament Cal Llobet-Selba,,,,"Carrer Roger de Flor, 11",Barcelona,8,Santpedor,,cotxe i moto,POINT (1.83677 41.78188),770,18
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,Schuko,41.382126,2.168188,B:SM 50 - Plaça dels Àngels,,,BAMSA005,"Carrer dels Àngels, 1",Barcelona,8,Barcelona,3,cotxe o moto,POINT (2.168188 41.382126),512,29
Circuit de Catalunya i TESLA,APARCAMENT CIRCUIT,semiRAPID,TESLA+MENNEKES.M,41.57015,2.25876,Circuit Barcelona-Catalunya (22kW),22,AC,,Mas de la Moreneta,Barcelona,8,Montmeló,3,cotxe,POINT (2.25876 41.57015),736,22
,VIA PUBLICA,NORMAL,Schuko,41.377108,2.119567,AjBCN-Pintor Tapiró,,,,Pintor Tapiró 2-6 - Travessera de les Corts,Barcelona,8,Barcelona,2,moto,POINT (2.119567 41.377108),512,29
HOTEL NH CONSTANZA,HOTEL,NORMAL,Schuko,41.38455,2.137671299999965,HOTEL NH NUMANCIA,,,,"Carrer de Numància, 74",Barcelona,8,Barcelona,1,,POINT (2.1376712999999654 41.38455),512,29
IBIL,ESTACIÓ DE SERVEI (IBIL),RAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.025269,2.865046,IBIL ES REPSOL-Celrà (DC50kW AC43kW),50,AC-DC,,"Carretera C-66, km 30,5",Girona,17,Celrà,1,cotxe,POINT (2.865046 42.025269),126,14
TESLA Hotel Ibis,APARCAMENT HOTEL,superRAPID,TESLA,41.66405,0.60536,TESLA Supercarregador - Hotel IBIS Styles Torrefarrera (120kW),120,DC,,"Carrer La Variant S/N, Autovia A2 Salida 461",Lleida,25,Torrefarrera,6,cotxe,POINT (0.60536 41.66405),632,21
Area Metropolitana de Barcelona,VIA PUBLICA (AMB),RAPID i NORMAL,CCS Combo2+ChadeMO+MENNEKES.M+shucko,41.35382,2.12245,EdRR L'Hospitalet (AMB)(DC50kW AC43kW) AMB6,50,AC-DC,AMB6,"Carrer de Salvador Espriu, 59",Barcelona,8,L'Hospitalet de Llobregat,4,cotxe i moto,POINT (2.12245 41.35382),117,29
Endesa,VIA PUBLICA,NORMAL,Schuko,41.387074,2.17142,23 AjBCN-Endesa Fontanella-Pl.Catalunya,,,LC006,"Carrer de Fontanella, 1",Barcelona,8,Barcelona,2,moto,POINT (2.17142 41.387074),512,29
Aparcament Vapor Turull,APARCAMENT PUBLIC,NORMAL,Schuko,41.549386309,2.111784403,Aparcament Vapor Turull,,,,Carrer de la Creueta,Barcelona,8,Sabadell,1,,POINT (2.111784403 41.549386309),660,26
,,semiRAPID,2xMENNEKES.F,41.23965,1.8019,EdRsR Sitges (AC22kW),22,AC,,"Carrer de Víctor Balaguer, 13",Barcelona,8,Sitges,2,cotxe i moto,POINT (1.8019 41.23965),457,34
Endesa,VIA PUBLICA,NORMAL,Schuko,41.408447,2.202893,08 AjBCN-Endesa,,,LC021,"Carrer de Cristóbal de Moura,24 - Carrer de Bac de Roda",Barcelona,8,Barcelona,2,moto,POINT (2.202893 41.408447),512,29
TESLA,APARCAMENT HOTEL,semiRAPID,TESLA,41.349032,1.66672,TESLA Destinació - Bodegas Torres Visitors Centre (22kW),22,AC,,"Finca El Maset, S/N",Barcelona,8,Pachs del Penedès,2,cotxe,POINT (1.66672 41.349032),33,32
,,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,40.7949,0.52572,EdRsR-EdRR CC Baix Ebre-Tortosa (DC28kW AC22kW) PIRVEC-26,28,AC-DC,PIRVEC-26,"Avinguda de Barcelona, 221",Tarragona,43,Tortosa,,,POINT (0.52572 40.7949),211,40
Institut Català d'Energia i Ajuntament de Mataró,,semiRAPID,2xMENNEKES.F,41.53969,2.42597,EdRsR Mataró Gatassa (AC22kW),22,AC,,"Avinguda de la Gatassa, 130",Barcelona,8,Mataró,4,,POINT (2.42597 41.53969),701,25
,,,4xMENNKES.F,41.41297,2.01392,EdRsR Molins de Rei (AC22kW),22,AC,,Plaça de la Llibertat,Barcelona,8,Molins de Rei,4,,POINT (2.01392 41.41297),723,31
ENGESTUR,APARCAMENT CC,NORMAL,Schuko,41.443979302,2.238902041,CC BCN-Països Catalans,,,,Plaça dels Països Catalans,Barcelona,8,Badalona,6,,POINT (2.238902041 41.443979302),531,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.3744,2.1597,B:SM 33 - Plaça Navas,,,BSM033,"Carrer de Jaume Fabra, 12",Barcelona,8,Barcelona,3+2,cotxe i moto,POINT (2.1597 41.3744),512,29
B:SM Serveis Municipals,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.381547,2.170166,B:SM 5 - Boqueria,,,BSM001,Carrer de les Floristes de la Rambla-Plaça Gardunya 8S,Barcelona,8,Barcelona,9,cotxe,POINT (2.170166 41.381547),512,29
Aparcament Dr.Roig i Raventós,APARCAMENT PUBLIC,NORMAL,Schuko,41.4035393,2.130069,Aparcament Dr.Roig i Raventós (P-1),,,,"Carrer Dalmases, 76 B",Barcelona,8,Barcelona,1,,POINT (2.130069 41.4035393),512,29
GRAMEPARK,APARCAMENT CC,NORMAL,Schuko,41.451025,2.209483,Aparcament GRAMEPARK,,,,"Rambla de Sant Sebastià,2",Barcelona,8,Santa Coloma de Gramenet,9,cotxe i moto,POINT (2.209483 41.451025),916,29
BIMSA,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.393773,2.149196,EdRRx2-Diagonal Aribau  (DC50kW AC43kW),50,AC-DC,FC012,"Avinguda Diagonal, 445-447",Barcelona,8,Barcelona,1,cotxe,POINT (2.149196 41.393773),512,29
GAICU,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.44128,2.16499,EdRR-Mercat Canyelles-Rda Dalt (DC50kW AC43kW),50,AC-DC,FC006,"Via Favència, 21",Barcelona,8,Barcelona,1,cotxe,POINT (2.16499 41.44128),512,29
Estabanell y Pahisa,VIA PUBLICA (codiQR),NORMAL,Schuko,41.60961924,2.28509905,EP-Seu Estabanell y Pahisa GRN,,,,"Carrer Rec, 22-28",Barcelona,8,Granollers,1,cotxe,POINT (2.28509905 41.60961924),560,22
,APARCAMENT HOTEL,semiRAPID,TESLA,41.39619,2.16095,TESLA Destinació - Hotel OMM (11kW),11,AC,,"Carrer del Rosselló, 265",Barcelona,8,Barcelona,,,POINT (2.16095 41.39619),512,29
Ajuntament de Rubí,,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M+2xMENNEKES.F+2xSchucko,41.48569,2.03037,EdRR Rubí FORMA -Joan Miró- (DC50kW AC43kW),50,AC-DC,,Rambleta Joan Miró,Barcelona,8,Rubí,5,cotxe i moto,POINT (2.03037 41.48569),908,26
Endesa,VIA PUBLICA,NORMAL,Schuko,41.444744,2.174166,04 AjBCN-Endesa,,,LC017,"Via Favència, 169 - Almansa",Barcelona,8,Barcelona,2,moto,POINT (2.174166 41.444744),512,29
BIMSA,VIA PUBLICA,NORMAL,Schuko,41.394502,2.152313,Lateral-Mar Diagonal (Aribau-Enric Granados) 2,,,LC044,"Avinguda Diagonal, 429",Barcelona,8,Barcelona,2,moto,POINT (2.152313 41.394502),512,29
Cal Pesolet,APARCAMENT,NORMAL,Schuko i MENNEKES.F,42.3454867330786,1.76810145378,Cal Pesolet - Casa rural Ecològica,,,,Nèfol,Lleida,25,Bellver de Cerdanya,1,cotxe i moto,POINT (1.76810145378 42.3454867330786),343,4
AMERSAM,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.155844,1.101972,Aparcament Oques,,,,"Passeig de Sunyer, 5",Tarragona,43,Reus,4,cotxe i moto,POINT (1.101972 41.155844),421,39
,,semiRAPID,Schuko i MENNEKES.F,41.84843,2.39057,EdRsR Viladrau (AC22kW),22,AC,,"Carrer Balcells i Morató, 3",Girona,17,Viladrau,2,,POINT (2.39057 41.84843),652,13
IBIL,APARCAMENT CC (IBIL),semiRAPID i NORMAL,MENNEKES+Schuko,41.5643087913205,2.035557925701141,IBIL-CC Eroski Terrassa-Viena (11kW),11,AC,,"Carrer Navarra, 6",Barcelona,8,Terrassa,2,cotxe,POINT (2.0355579257011414 41.5643087913205),862,26
GAICU,VIA PUBLICA,semiRAPID,MENNEKES.F,41.406959,2.218313,(eTAXI) Garcia i Fària - Josep Pla (7.4kW),7.5,AC,QC005,"Carrer Josep Pla-Passeig Garcia Fària, 87",Barcelona,8,Barcelona,2,taxi,POINT (2.218313 41.406959),512,29
Area Metropolitana de Barcelona,VIA PUBLICA (AMB),RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.3532641,2.0897608,EdRR Cornellà de Llobregat (DC50kW AC44kW) AMB2,50,AC-DC,AMB2,Carrer de Baltasar Oriol i Mercer-Avinguda de la Porta Diagonal,Barcelona,8,CORNELLÀ DE LLOBREGAT,1,cotxe,POINT (2.0897608 41.3532641),488,31
Endesa,VIA PUBLICA,NORMAL,Schuko,41.380928,2.142103,25 AjBCN-Endesa-Sants,,,LC010,"Avinguda  de Josep Tarradellas, 1",Barcelona,8,Barcelona,2,moto,POINT (2.142103 41.380928),512,29
Ajuntament de Mollet,,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.53721,2.21108,EdRsR Mollet -Josep Rull- (AC22kW),22,AC,,"Avinguda Burgos, 37",Barcelona,8,Mollet del Vallès,2,cotxe i moto,POINT (2.21108 41.53721),703,22
Ajuntament de Girona,VIA PUBLICA,NORMAL,Schuko,41.98145668149892,2.823227494955063,Girona- Pl.Catalunya (S-W),,,,"Plaça Catalunya, 24",Girona,17,Girona,1,,POINT (2.823227494955063 41.98145668149892),133,14
AMERSAM,APARCAMENT PUBLIC,NORMAL,MENNEKES.F+Schuko,41.158966,1.106615,Aparcament Llibertat,,,,Plaça Llibertat,Tarragona,43,Reus,4,cotxe i moto,POINT (1.106615 41.158966),421,39
PETREM,ESTACIÓ DE SERVEI,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.23124,2.95607,EdRR E.S. PETREM Santa Llogaia (DC50kW AC44kW),50,AC-DC,,"Carretera N-IIa, 1",Girona,17,Santa Llogaia d'Àlguema,2,cotxe,POINT (2.95607 42.23124),365,6
ALBET i NOYA vinyes,COMERÇ,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.384744,1.806303,Albet i Noya,,,,"Can Vendrell, s/n, Sant Pau d'Ordal",Barcelona,8,Subirats,2,cotxe i moto,POINT (1.806303 41.384744),778,32
Endesa,VIA PUBLICA,NORMAL,Schuko,41.388088,2.107004,21 AjBCN-Endesa,,,LC029,"Carretera d'Esplugues, 52 - Carrer Eduard Toldra",Barcelona,8,Barcelona,2,moto,POINT (2.107004 41.388088),512,29
